SaleID,SaleDate,CustomerID,ProductID,QuantitySold,SaleAmount,PaymentMethod,Region
5001,7/4/2024,CUST_6438,2179,3,83085.91,Credit Card,South
5002,4/22/2024,CUST_5476,2900,1,51306.03,Debit Card,West
5003,9/16/2024,CUST_3039,2241,3,62403.89,Net Banking,West
5004,2/10/2022,CUST_7029,2486,3,48296.47,Debit Card,South
5005,5/21/2023,CUST_8159,2430,4,48337.73,Net Banking,North
5006,8/24/2021,CUST_7553,2719,4,77029.03,Credit Card,South
5007,1/21/2024,CUST_8204,2877,3,63228.07,UPI,West
5008,4/6/2022,CUST_7334,2340,8,63693.06,Cash,North
5009,8/19/2024,CUST_6554,2286,8,45577.97,Debit Card,Central
5010,11/2/2021,CUST_4060,2424,1,53579.84,Debit Card,South
5011,6/29/2022,CUST_9129,2424,7,74826.05,Credit Card,West
5012,10/19/2021,CUST_9151,2122,2,82768.15,Net Banking,West
5013,5/27/2021,CUST_7018,2719,1,69959.58,Debit Card,East
5014,5/3/2021,CUST_9507,2576,3,92483.23,Net Banking,East
5015,12/6/2021,CUST_5369,2345,4,82212.08,Debit Card,South
5016,9/22/2022,CUST_2353,2663,6,56624.52,UPI,North
5017,5/3/2024,CUST_7955,2600,5,67469.2,Credit Card,Central
5018,3/11/2024,CUST_2293,2593,4,92704.52,Net Banking,Central
5019,8/15/2022,CUST_8055,2548,8,62297.64,Credit Card,North
5020,6/19/2023,CUST_3956,2196,4,82655.89,Cash,East
5021,9/12/2021,CUST_9937,2278,2,69192.24,Credit Card,West
5022,8/18/2023,CUST_5813,2843,3,55641.7,Net Banking,East
5023,11/11/2024,CUST_6262,2122,6,24941.98,Net Banking,South
5024,9/15/2022,CUST_2680,2568,8,43173.75,Cash,East
5025,12/4/2024,CUST_2311,2260,8,96806.54,Cash,North
5026,4/5/2023,CUST_6372,2272,9,66118.77,Debit Card,South
5027,7/12/2022,CUST_5843,2512,7,56875.14,Net Banking,North
5028,10/22/2023,CUST_6021,2300,2,93362.71,Credit Card,South
5029,1/11/2024,CUST_8305,2660,8,59064.67,Cash,West
5030,10/9/2023,CUST_7981,2507,7,53082.17,Credit Card,East
5031,6/16/2023,CUST_3730,2805,8,76171.77,Cash,North
5032,6/14/2021,CUST_8272,3003,3,71553.9,Net Banking,South
5033,5/9/2024,CUST_6759,2292,7,20122.84,Cash,East
5034,3/23/2021,CUST_8325,2551,9,47659.52,Net Banking,Central
5035,6/4/2023,CUST_1693,2849,3,47779.03,Cash,North
5036,10/23/2022,CUST_6776,2769,6,38444.23,Debit Card,West
5037,5/21/2024,CUST_8126,2926,2,52212.05,Cash,South
5038,5/28/2022,CUST_5498,2155,2,41897.63,Debit Card,North
5039,2/22/2021,CUST_1939,2191,5,20735.2,Debit Card,North
5040,7/7/2021,CUST_2229,2826,5,41824.28,Credit Card,Central
5041,4/14/2022,CUST_7655,2570,7,8155.42,Net Banking,West
5042,10/12/2024,CUST_6952,2756,2,58002.8,Cash,Central
5043,3/24/2024,CUST_9406,2932,7,85511.8,Cash,South
5044,4/17/2024,CUST_3621,3000,5,72803.42,UPI,East
5045,2/12/2021,CUST_1510,2671,6,36679.01,Cash,North
5046,10/8/2024,CUST_3339,2006,8,9620.05,Net Banking,South
5047,7/6/2022,CUST_8179,2191,4,21012.79,Net Banking,South
5048,3/26/2024,CUST_1570,2939,7,55003.54,Cash,West
5049,3/24/2021,CUST_3068,2734,6,21498.65,Debit Card,North
5050,12/25/2021,CUST_2101,2130,2,54853.34,UPI,Central
5051,8/22/2023,CUST_4866,2815,8,23928.3,Net Banking,East
5052,11/29/2023,CUST_7001,2447,9,85043.46,UPI,North
5053,8/27/2024,CUST_6933,2880,5,40329.88,UPI,North
5054,6/25/2023,CUST_7272,2434,4,25309.51,Net Banking,East
5055,7/24/2022,CUST_1530,3014,6,81420.29,Debit Card,South
5056,1/7/2022,CUST_3513,2550,8,34941.06,Debit Card,Central
5057,4/13/2024,CUST_8371,2662,3,12037.28,Net Banking,North
5058,6/12/2023,CUST_7077,2581,1,57470.54,Cash,South
5059,7/24/2024,CUST_7095,2692,4,58574.86,Cash,West
5060,10/5/2023,CUST_8273,2268,4,71754.87,UPI,South
5061,7/6/2021,CUST_2259,2994,1,24781.72,Cash,East
5062,8/21/2023,CUST_3255,2704,9,44933.36,UPI,Central
5063,12/14/2022,CUST_9674,2100,3,28954.42,Cash,East
5064,4/17/2023,CUST_7012,2095,5,9014.42,Debit Card,West
5065,11/14/2022,CUST_7521,2204,6,87784.77,Debit Card,South
5066,10/20/2022,CUST_6150,2942,8,73158.11,Debit Card,North
5067,10/4/2024,CUST_5566,2034,6,30844.84,Cash,West
5068,8/3/2021,CUST_5089,2255,3,60337.93,UPI,East
5069,11/26/2021,CUST_2858,2324,6,20925.12,UPI,South
5070,11/7/2022,CUST_1424,2904,1,89133.43,Debit Card,East
5071,4/24/2023,CUST_4048,2935,4,12375.73,Debit Card,North
5072,11/21/2024,CUST_9176,2002,6,1379.88,Cash,West
5073,10/12/2023,CUST_9482,2877,7,50698.81,Cash,West
5074,8/14/2022,CUST_7340,2415,3,58729.65,UPI,Central
5075,9/18/2024,CUST_2929,2271,9,58317.57,Credit Card,East
5076,4/1/2023,CUST_5288,2619,7,6396.68,UPI,Central
5077,2/1/2024,CUST_5264,2326,1,32090.34,Cash,West
5078,3/17/2021,CUST_8311,2562,2,50420.7,Net Banking,South
5079,7/21/2023,CUST_4515,2192,1,22441.34,Cash,Central
5080,6/30/2021,CUST_5678,2739,9,87389.96,Cash,South
5081,10/7/2022,CUST_9047,2513,9,9623.82,Net Banking,Central
5082,6/1/2022,CUST_4279,2169,7,49251.06,Cash,East
5083,10/25/2022,CUST_3009,2762,3,69450.19,UPI,East
5084,8/26/2021,CUST_3223,2339,5,26913.36,Net Banking,West
5085,4/8/2023,CUST_2213,2107,4,62799.83,Credit Card,East
5086,11/20/2023,CUST_8406,2812,7,83109.13,Cash,Central
5087,1/3/2021,CUST_3828,2626,9,19843.36,Credit Card,Central
5088,9/8/2024,CUST_8292,2480,2,91804.84,Credit Card,South
5089,1/17/2024,CUST_2438,2880,8,55802.29,Net Banking,North
5090,8/5/2023,CUST_6236,2187,9,30623.97,Debit Card,Central
5091,4/27/2023,CUST_6692,2195,9,43654.97,Credit Card,South
5092,4/22/2021,CUST_2063,2003,7,31907,Credit Card,West
5093,1/20/2022,CUST_9882,2438,9,72786,Debit Card,East
5094,11/28/2023,CUST_5757,2977,9,79833.77,UPI,East
5095,1/11/2023,CUST_5914,2160,3,83460.8,Debit Card,Central
5096,6/29/2024,CUST_3580,2272,4,98591.06,UPI,East
5097,10/18/2023,CUST_3852,2464,2,79337.14,UPI,West
5098,7/4/2024,CUST_6922,2912,3,60537.02,Debit Card,North
5099,6/25/2023,CUST_9335,2020,5,34582.81,Credit Card,Central
5100,4/16/2021,CUST_4673,2017,5,54914.95,UPI,West
5101,2/21/2022,CUST_2988,2704,6,5065.75,Debit Card,South
5102,7/1/2022,CUST_4292,2247,7,74737.68,Cash,North
5103,1/30/2024,CUST_3275,2865,7,45149.6,Credit Card,Central
5104,9/26/2021,CUST_4878,2271,1,2982.3,UPI,East
5105,8/13/2022,CUST_9094,2979,2,7188.19,Net Banking,Central
5106,6/17/2023,CUST_1430,2146,9,39359.18,Credit Card,South
5107,12/1/2024,CUST_6912,2469,2,58758.73,Cash,East
5108,9/20/2023,CUST_7044,2785,6,46956.19,Cash,North
5109,9/6/2021,CUST_8657,2183,1,62301.23,Debit Card,Central
5110,3/1/2021,CUST_3126,2210,3,48549.13,Cash,West
5111,7/14/2024,CUST_2412,2212,2,66508.68,Net Banking,South
5112,5/31/2024,CUST_2077,2642,3,22693.48,Debit Card,Central
5113,5/6/2022,CUST_6067,2753,5,12171.48,Cash,West
5114,12/24/2024,CUST_7523,2613,6,60046.96,UPI,Central
5115,11/21/2021,CUST_8842,2281,9,48984.26,Credit Card,South
5116,9/29/2022,CUST_9612,2784,4,3659.9,Net Banking,Central
5117,2/3/2024,CUST_7730,2273,7,38667.71,Net Banking,East
5118,1/29/2021,CUST_7708,2293,6,11506.43,Net Banking,East
5119,2/6/2024,CUST_2208,2141,2,53604.33,UPI,West
5120,4/16/2023,CUST_3053,2018,8,40181.99,Cash,East
5121,7/10/2021,CUST_6194,2337,7,61702.04,Credit Card,North
5122,4/6/2022,CUST_2215,2902,7,80754.62,Credit Card,North
5123,8/21/2021,CUST_8372,2720,8,30667.2,UPI,Central
5124,8/4/2023,CUST_8632,2437,1,96248.11,Debit Card,North
5125,8/29/2021,CUST_9476,2311,1,54027.82,Cash,North
5126,8/19/2024,CUST_6644,2844,8,62210.79,Net Banking,South
5127,11/12/2021,CUST_3102,2907,4,68386.56,Debit Card,South
5128,10/18/2023,CUST_3981,2445,5,67006.42,UPI,North
5129,8/21/2022,CUST_3114,2178,8,51586.1,Cash,South
5130,11/9/2023,CUST_8088,2206,5,43447.66,Cash,North
5131,12/15/2024,CUST_9238,2287,4,6324.41,Cash,West
5132,7/14/2022,CUST_1907,2253,6,3186.5,Debit Card,South
5133,5/1/2023,CUST_3034,2787,5,36438.16,Debit Card,North
5134,9/16/2023,CUST_9488,2720,7,34032.43,UPI,North
5135,8/26/2023,CUST_3507,2880,7,39381.82,Net Banking,Central
5136,5/15/2022,CUST_5982,2645,4,14698.45,Debit Card,West
5137,7/25/2023,CUST_3697,2287,5,74078.66,Credit Card,West
5138,2/3/2024,CUST_3653,2508,3,85839.48,Debit Card,Central
5139,10/24/2021,CUST_6286,2568,4,93932.75,Debit Card,Central
5140,2/25/2023,CUST_4694,2173,4,49743.87,Cash,Central
5141,1/26/2022,CUST_6669,2509,3,70385.7,Credit Card,East
5142,5/12/2024,CUST_9501,2584,5,85699.56,Net Banking,North
5143,11/7/2023,CUST_5653,2055,5,42410.82,Credit Card,East
5144,10/7/2021,CUST_2292,2618,7,31631.87,Net Banking,South
5145,5/23/2021,CUST_5105,2421,4,93735.73,UPI,Central
5146,7/20/2022,CUST_4216,3044,4,52051.98,Cash,North
5147,4/30/2023,CUST_5496,2387,9,50228.13,UPI,North
5148,11/28/2022,CUST_3050,2803,6,18663.19,Debit Card,South
5149,11/6/2023,CUST_5961,2606,4,11707.35,Debit Card,West
5150,7/2/2022,CUST_9740,2112,2,84368.58,Cash,North
5151,1/6/2021,CUST_2530,2491,6,61799.18,UPI,West
5152,8/3/2022,CUST_9234,3014,2,33256.63,Credit Card,North
5153,9/4/2022,CUST_3762,2791,5,19981.89,UPI,East
5154,4/17/2024,CUST_3526,2231,6,55994.23,Net Banking,Central
5155,4/2/2024,CUST_3804,2494,4,58808.01,Debit Card,West
5156,9/13/2024,CUST_6531,3024,3,21492.37,Credit Card,East
5157,9/30/2023,CUST_1674,2146,7,85289.17,Debit Card,North
5158,11/1/2021,CUST_1464,2025,2,9342.17,UPI,Central
5159,7/4/2023,CUST_2330,2740,6,36253.22,Cash,East
5160,1/9/2024,CUST_1744,2649,4,68358.06,Credit Card,Central
5161,9/19/2023,CUST_5336,2271,6,28137.92,Cash,North
5162,12/8/2022,CUST_4453,2793,4,82939.84,UPI,North
5163,11/12/2022,CUST_7825,2862,4,74246.91,Net Banking,East
5164,2/5/2024,CUST_1496,2749,4,79113.26,Cash,North
5165,1/18/2024,CUST_9159,2354,9,12791.55,Cash,South
5166,2/12/2023,CUST_9938,2965,7,14914.17,UPI,Central
5167,7/22/2023,CUST_5745,2150,3,29360.9,Credit Card,North
5168,10/22/2022,CUST_5949,2035,3,52289.64,UPI,North
5169,1/22/2022,CUST_8912,2139,6,75053.59,Cash,South
5170,11/29/2024,CUST_5012,2029,6,83816.56,Debit Card,Central
5171,5/5/2022,CUST_7653,2537,4,70729.2,Debit Card,West
5172,3/17/2024,CUST_5873,2442,9,92931.09,Cash,South
5173,2/24/2023,CUST_8430,2082,4,74135.61,Credit Card,South
5174,4/24/2022,CUST_2195,2124,9,31320.52,Cash,Central
5175,4/22/2023,CUST_1981,2816,4,27243.05,Debit Card,South
5176,3/31/2021,CUST_3589,3038,2,69923.05,Net Banking,Central
5177,10/14/2022,CUST_8202,2587,2,20094.19,Cash,South
5178,8/27/2023,CUST_7809,3027,5,10178.77,Cash,Central
5179,12/15/2024,CUST_8933,2851,4,53690.06,Net Banking,Central
5180,2/20/2023,CUST_8609,2868,7,82342.52,Credit Card,West
5181,3/2/2023,CUST_4342,2824,5,11036.6,UPI,North
5182,9/21/2024,CUST_6573,2169,6,79397.24,Debit Card,Central
5183,8/28/2024,CUST_3353,2313,4,81345.63,Debit Card,East
5184,11/8/2021,CUST_6121,2569,2,48745.13,UPI,West
5185,10/12/2023,CUST_6231,2172,9,6673.72,UPI,West
5186,3/17/2021,CUST_6658,2635,7,18284.4,UPI,North
5187,9/16/2021,CUST_7532,2162,4,71035.2,UPI,South
5188,10/26/2023,CUST_3142,3048,3,71466.02,Debit Card,South
5189,4/23/2024,CUST_7070,2417,3,89937.17,Cash,Central
5190,11/11/2022,CUST_9437,2319,9,58685.93,Cash,West
5191,7/25/2021,CUST_2739,2670,5,13286.63,Net Banking,Central
5192,6/21/2023,CUST_6228,2801,3,13020.08,Cash,East
5193,7/24/2021,CUST_4960,2136,5,72392.1,Credit Card,South
5194,12/14/2023,CUST_8642,2636,2,19194.68,Credit Card,Central
5195,7/25/2023,CUST_3007,2896,4,33510.16,UPI,Central
5196,2/1/2021,CUST_5382,2489,2,49233.99,Net Banking,West
5197,10/23/2021,CUST_8366,2119,2,3451.72,Debit Card,East
5198,4/20/2023,CUST_5061,2501,8,25633.08,Cash,East
5199,9/2/2024,CUST_3308,2177,1,41381.07,Cash,Central
5200,11/13/2021,CUST_2586,2890,7,28684,Debit Card,East
5201,6/3/2021,CUST_1829,2238,5,14500.66,Credit Card,East
5202,8/20/2023,CUST_5754,2929,8,73073.21,UPI,West
5203,6/27/2022,CUST_7293,2113,1,81501.62,Net Banking,West
5204,11/25/2022,CUST_7850,2634,7,26490.42,Credit Card,East
5205,6/30/2024,CUST_5067,2360,5,77667.53,Net Banking,Central
5206,11/19/2024,CUST_3616,2245,4,39169.8,UPI,South
5207,3/26/2023,CUST_6364,2026,7,51161.89,Cash,Central
5208,8/23/2024,CUST_6123,2282,2,85744.11,UPI,Central
5209,6/14/2021,CUST_4110,2024,1,75245.41,Credit Card,South
5210,11/4/2022,CUST_3610,2336,1,80706.57,Cash,West
5211,10/13/2024,CUST_9163,3017,1,14547.67,UPI,Central
5212,12/29/2023,CUST_9433,2711,5,7902.22,Cash,East
5213,2/18/2023,CUST_8648,2531,7,89447.07,Cash,East
5214,10/11/2022,CUST_9171,2342,2,39395.59,Net Banking,West
5215,7/7/2024,CUST_6055,2762,8,29500.09,Net Banking,West
5216,9/27/2023,CUST_9148,2260,4,72744.93,Credit Card,West
5217,1/14/2024,CUST_1379,2551,3,83805.14,UPI,North
5218,3/15/2021,CUST_2475,2242,8,86386.47,Debit Card,North
5219,6/18/2024,CUST_7442,2061,2,32283.72,UPI,East
5220,5/21/2021,CUST_9281,2687,3,85369.03,Cash,Central
5221,4/26/2022,CUST_8491,2880,3,5052.46,Credit Card,North
5222,7/16/2024,CUST_4944,2558,1,5916.49,Credit Card,Central
5223,11/2/2024,CUST_4524,2131,6,62728.4,Debit Card,South
5224,8/12/2022,CUST_6781,2539,2,7247.53,Cash,East
5225,4/11/2022,CUST_1797,2158,1,33136.31,Cash,North
5226,7/5/2021,CUST_1828,3017,2,67602.84,Credit Card,East
5227,6/8/2023,CUST_5609,2933,6,34389.42,Credit Card,South
5228,7/21/2021,CUST_9108,3047,4,18780.38,Debit Card,South
5229,7/21/2024,CUST_8710,2738,6,28853.71,Debit Card,East
5230,12/12/2024,CUST_5681,2114,9,46299.96,Net Banking,North
5231,7/25/2021,CUST_9793,3024,8,48063.2,Credit Card,East
5232,6/28/2023,CUST_1133,2342,1,78517.02,Debit Card,Central
5233,12/7/2021,CUST_2761,2754,8,75265.17,Cash,Central
5234,11/22/2024,CUST_8060,2323,9,46224.96,Net Banking,Central
5235,9/6/2022,CUST_3194,2523,6,84721.07,Credit Card,Central
5236,3/1/2021,CUST_5333,2211,5,12309.48,Debit Card,Central
5237,4/5/2021,CUST_6992,2237,6,26279.98,Credit Card,South
5238,10/27/2022,CUST_7606,2468,6,82969.67,Net Banking,North
5239,4/25/2021,CUST_6995,3043,9,38421.41,UPI,North
5240,8/24/2022,CUST_1741,2006,4,98136.97,Credit Card,West
5241,1/5/2023,CUST_7563,2091,2,47159.07,Credit Card,East
5242,2/7/2023,CUST_1838,2026,9,79401.63,Credit Card,South
5243,6/2/2023,CUST_4189,2501,2,40828.4,Credit Card,South
5244,10/26/2021,CUST_6939,2095,9,43070.4,Debit Card,East
5245,5/16/2022,CUST_5728,2967,2,38905.43,UPI,East
5246,12/24/2023,CUST_2204,2746,8,72188.49,Cash,Central
5247,4/24/2023,CUST_7329,2785,9,55204.27,Credit Card,South
5248,3/5/2024,CUST_9261,2308,9,94434.03,Cash,South
5249,10/28/2024,CUST_8378,2367,9,25838.14,Debit Card,East
5250,1/4/2022,CUST_5582,2073,2,10955.71,UPI,East
5251,12/15/2021,CUST_2946,2859,4,39932.89,Net Banking,North
5252,12/25/2021,CUST_3108,2460,7,62054.56,Net Banking,Central
5253,6/11/2021,CUST_2584,2660,2,86219.09,Net Banking,West
5254,6/2/2024,CUST_7453,2509,1,35273.49,Net Banking,Central
5255,2/23/2023,CUST_7114,2853,3,65724.89,Net Banking,South
5256,6/23/2024,CUST_6555,2656,4,35669.67,UPI,North
5257,10/31/2024,CUST_6990,2556,8,62104.74,Credit Card,East
5258,5/9/2022,CUST_3363,2160,6,88595.99,Net Banking,West
5259,10/17/2023,CUST_4261,2764,2,23904.41,Credit Card,South
5260,4/9/2024,CUST_9341,2245,9,41019.92,Cash,West
5261,10/21/2021,CUST_7576,3029,2,99333.25,Credit Card,Central
5262,4/21/2022,CUST_9193,2108,5,86987.15,Cash,North
5263,8/3/2023,CUST_1659,2368,4,56899.35,Credit Card,Central
5264,7/30/2024,CUST_1742,2458,7,52146.13,Cash,East
5265,6/5/2022,CUST_1637,2095,8,29175.44,Credit Card,North
5266,7/31/2023,CUST_3245,2822,5,52203.73,Credit Card,Central
5267,6/7/2022,CUST_6456,2142,5,84969.97,UPI,West
5268,9/27/2024,CUST_8761,2953,2,68832.28,Cash,North
5269,1/20/2021,CUST_9508,2579,8,29714.36,Credit Card,North
5270,8/11/2023,CUST_8487,2637,2,20944.93,UPI,East
5271,8/13/2022,CUST_3440,2671,6,27255.65,UPI,East
5272,10/19/2024,CUST_9446,2177,8,17806.16,Cash,West
5273,1/25/2024,CUST_3290,2936,6,10468.43,Credit Card,West
5274,11/20/2021,CUST_6373,2017,4,42494.48,UPI,North
5275,6/1/2021,CUST_6218,2756,4,12216.66,Net Banking,South
5276,6/24/2023,CUST_3662,2411,6,18019.34,Net Banking,Central
5277,12/9/2022,CUST_7438,2598,4,55185.14,Net Banking,North
5278,4/18/2024,CUST_5902,2623,8,17295.33,Credit Card,West
5279,9/5/2022,CUST_6511,2497,9,7324.1,Net Banking,North
5280,8/1/2024,CUST_9311,2951,1,32421.5,Debit Card,East
5281,5/19/2023,CUST_9351,2755,4,22811.59,Cash,Central
5282,11/14/2024,CUST_9721,3011,4,52015.21,Debit Card,North
5283,5/28/2022,CUST_9025,2401,2,11134.34,Debit Card,East
5284,7/25/2023,CUST_5911,2503,6,75425.31,Net Banking,Central
5285,9/11/2022,CUST_8780,2309,3,90717.12,Cash,Central
5286,2/12/2022,CUST_1272,2014,7,74600.08,UPI,South
5287,2/27/2023,CUST_7035,2840,5,53749.88,Debit Card,East
5288,9/17/2023,CUST_6427,2049,4,86206.11,UPI,Central
5289,8/7/2021,CUST_2795,2478,5,69796.92,UPI,South
5290,5/1/2022,CUST_7824,2710,8,2044.56,Credit Card,South
5291,2/21/2023,CUST_6040,2020,3,40014.93,Cash,North
5292,3/17/2024,CUST_1436,2687,7,85244.24,Cash,West
5293,1/6/2023,CUST_8775,2003,6,35240.03,Debit Card,West
5294,3/23/2024,CUST_5350,2771,1,4486.3,Credit Card,Central
5295,8/29/2022,CUST_4728,2630,7,74871.78,Credit Card,Central
5296,12/3/2024,CUST_1841,2213,7,80401.79,Credit Card,Central
5297,8/28/2022,CUST_8871,2421,1,16898.78,Cash,North
5298,2/14/2021,CUST_3793,2488,9,54196.71,Cash,South
5299,9/10/2024,CUST_9589,2860,6,20003.59,Net Banking,West
5300,3/22/2023,CUST_7229,3008,2,72204.21,Cash,East
5301,7/17/2022,CUST_3421,2123,5,27883.5,Cash,West
5302,1/17/2021,CUST_4968,2292,4,32305.3,Credit Card,South
5303,3/5/2024,CUST_1517,2574,7,84652.11,UPI,South
5304,11/5/2024,CUST_2800,2191,8,48155.91,Debit Card,East
5305,4/11/2021,CUST_4125,2090,1,67305.69,UPI,North
5306,5/26/2024,CUST_1310,2475,5,40834.93,Debit Card,West
5307,10/15/2023,CUST_8225,2846,3,30502.68,Net Banking,Central
5308,8/10/2022,CUST_6139,2763,1,62922.33,Cash,North
5309,4/17/2022,CUST_7861,2939,3,16330.9,Debit Card,Central
5310,5/28/2024,CUST_3481,2174,6,37926.98,Debit Card,West
5311,12/23/2022,CUST_7765,2196,7,21694.67,Debit Card,East
5312,3/25/2022,CUST_4340,3036,8,69883.7,Debit Card,North
5313,7/27/2024,CUST_7723,2274,4,94476.67,Cash,West
5314,1/25/2022,CUST_9221,2808,3,99555.59,UPI,Central
5315,6/25/2024,CUST_8726,2154,5,45577.4,Debit Card,West
5316,5/29/2022,CUST_2020,2128,9,26000.51,Credit Card,South
5317,10/20/2024,CUST_3262,2891,6,44840.11,Debit Card,South
5318,9/12/2024,CUST_9498,2268,9,84879.67,Cash,West
5319,10/26/2024,CUST_4397,2485,6,21394.56,Credit Card,Central
5320,10/8/2021,CUST_6325,2598,2,95257.47,Cash,South
5321,7/10/2024,CUST_8837,2535,5,34844.71,Net Banking,West
5322,7/18/2021,CUST_9609,2646,9,98594.56,Cash,West
5323,7/9/2024,CUST_7173,2805,8,84022.28,Credit Card,Central
5324,8/16/2024,CUST_6140,2669,7,81048.48,UPI,South
5325,3/22/2021,CUST_3837,2652,1,32472.56,Credit Card,Central
5326,9/25/2022,CUST_8531,2928,4,1868.94,UPI,Central
5327,6/22/2023,CUST_9734,2557,7,38831.16,Credit Card,Central
5328,3/10/2021,CUST_6608,2479,7,30879.13,Debit Card,South
5329,4/1/2024,CUST_9950,2153,6,4702.3,Cash,South
5330,1/18/2023,CUST_6804,2416,8,51031.16,Net Banking,North
5331,9/27/2021,CUST_5331,2279,6,40900.1,UPI,East
5332,7/4/2021,CUST_8932,2224,3,63821.09,UPI,West
5333,8/28/2022,CUST_4150,2319,4,62497.45,Debit Card,East
5334,11/1/2022,CUST_5038,2217,3,12953.92,Debit Card,Central
5335,5/1/2023,CUST_5571,2337,1,97719.59,Credit Card,North
5336,12/26/2021,CUST_5890,2921,5,19506.21,UPI,North
5337,2/16/2022,CUST_4684,2955,1,45082.13,Cash,West
5338,9/28/2021,CUST_5876,2644,1,49323.64,Credit Card,West
5339,1/10/2024,CUST_5735,2833,2,81493.22,Debit Card,East
5340,1/20/2023,CUST_4396,2248,4,10823.73,UPI,East
5341,12/24/2023,CUST_9011,2734,6,43435.78,Net Banking,South
5342,10/25/2023,CUST_6194,2426,8,63221.71,Net Banking,East
5343,7/13/2022,CUST_8861,2926,3,22300.41,UPI,East
5344,12/3/2021,CUST_6714,2632,1,63119.32,Cash,Central
5345,6/11/2022,CUST_5480,2949,3,92442.82,UPI,North
5346,9/14/2023,CUST_5715,2543,3,99754.29,Cash,East
5347,8/28/2022,CUST_2996,2246,5,4212.66,Debit Card,South
5348,11/25/2022,CUST_9899,2186,4,24323.23,Cash,East
5349,8/24/2021,CUST_7220,2323,4,31720.4,Cash,Central
5350,8/18/2023,CUST_7464,2624,9,40513.48,UPI,West
5351,6/4/2021,CUST_6654,2083,7,24983.46,UPI,Central
5352,10/16/2021,CUST_3399,2441,4,21145.31,Net Banking,South
5353,4/8/2022,CUST_5758,2672,3,95500.83,Debit Card,West
5354,10/17/2024,CUST_1689,2304,6,91933.64,Credit Card,North
5355,10/13/2024,CUST_5712,2187,3,5652.26,UPI,South
5356,3/25/2023,CUST_2294,2509,6,34542.49,Debit Card,South
5357,2/16/2024,CUST_6674,2729,9,41109.71,Debit Card,East
5358,1/20/2023,CUST_8247,2812,6,24662.44,Net Banking,South
5359,7/4/2021,CUST_5201,2101,4,63258.42,UPI,North
5360,3/20/2023,CUST_8849,2613,5,64397.69,UPI,North
5361,1/29/2021,CUST_4505,2533,6,85199.92,Debit Card,North
5362,6/26/2022,CUST_4310,2357,3,74346.06,UPI,South
5363,1/4/2024,CUST_9824,2064,8,54714.76,Net Banking,Central
5364,9/11/2021,CUST_5442,2829,4,65705.09,Net Banking,South
5365,7/21/2023,CUST_5450,2927,8,28124.89,Net Banking,East
5366,1/25/2023,CUST_3249,2512,3,59712.56,UPI,North
5367,10/9/2024,CUST_2789,2194,7,49433.5,UPI,East
5368,10/8/2024,CUST_4920,2947,9,14201.1,Net Banking,North
5369,6/21/2022,CUST_4972,2209,4,25011.88,Cash,East
5370,4/12/2024,CUST_1831,2287,8,29877.65,Credit Card,West
5371,2/20/2023,CUST_9700,2249,3,92506.65,Debit Card,West
5372,7/31/2024,CUST_4697,2025,7,23808.28,Cash,North
5373,1/31/2023,CUST_4814,2127,3,29635.15,Credit Card,East
5374,8/10/2021,CUST_1860,2456,7,37566.06,UPI,South
5375,10/14/2024,CUST_2641,2268,6,66710.53,Debit Card,Central
5376,4/24/2022,CUST_7771,2406,2,12705.6,Cash,South
5377,8/24/2023,CUST_6411,2821,3,95440.58,Debit Card,South
5378,2/21/2021,CUST_8739,2763,6,86691.55,UPI,Central
5379,6/22/2024,CUST_2647,2173,4,58144.39,Credit Card,Central
5380,2/24/2024,CUST_3252,2531,6,67729.75,Credit Card,East
5381,11/3/2022,CUST_1084,2154,1,2649.39,Credit Card,Central
5382,6/3/2024,CUST_3587,2045,1,34555.53,Cash,West
5383,3/30/2022,CUST_7666,2133,3,79770.36,Credit Card,Central
5384,8/19/2024,CUST_8793,2405,8,8670.81,Cash,South
5385,5/10/2021,CUST_8822,2909,8,28949.07,Cash,North
5386,7/25/2024,CUST_4267,2264,4,58944.39,Net Banking,West
5387,8/9/2023,CUST_5706,2189,6,26384.89,Cash,Central
5388,12/6/2024,CUST_6262,2680,8,93463.82,Debit Card,Central
5389,9/11/2022,CUST_5676,2251,7,13974.8,Credit Card,North
5390,8/22/2024,CUST_1969,2088,7,79942.04,Cash,East
5391,4/17/2023,CUST_2465,2945,4,51286.92,UPI,South
5392,8/27/2021,CUST_4804,2104,9,75282.75,Cash,North
5393,10/14/2021,CUST_9767,2345,6,31760.82,Cash,East
5394,4/3/2021,CUST_1611,2888,3,51934.47,Net Banking,South
5395,3/18/2021,CUST_3868,2809,5,85826.7,Debit Card,Central
5396,9/16/2022,CUST_7846,3017,5,47220.93,UPI,East
5397,10/6/2023,CUST_3880,2061,5,36612.27,Net Banking,North
5398,8/26/2021,CUST_1595,2784,8,54079.38,Debit Card,West
5399,7/19/2021,CUST_7504,2874,9,72018.91,Cash,North
5400,4/26/2022,CUST_9116,2354,9,44912.77,UPI,North
5401,1/6/2024,CUST_4052,2725,6,93948.82,Debit Card,West
5402,10/5/2021,CUST_5742,2440,6,30199.64,Net Banking,East
